,날짜,애플,테슬라,구글,삼성전자
1,2020-12-30,133.72,694.78,1736.3,78300.0
2,2020-12-29,134.87,665.99,1757.8,78700.0
3,2020-12-28,136.69,663.69,1774.0,77800.0
4,2020-12-24,131.97,661.77,1734.2,77800.0
5,2020-12-23,130.96,645.98,1728.2,73900.0
6,2020-12-22,131.88,640.34,1720.2,72300.0
7,2020-12-21,128.23,649.86,1734.6,73000.0
8,2020-12-18,126.65,695.0,1726.2,73000.0
9,2020-12-17,128.7,655.9,1740.5,73000.0
10,2020-12-16,127.81,622.77,1757.2,73300.0
11,2020-12-15,127.88,633.25,1761.1,73800.0
12,2020-12-14,121.78,639.83,1752.3,73800.0
13,2020-12-11,122.41,609.99,1774.8,73800.0
14,2020-12-10,123.24,627.07,1767.7,73400.0
15,2020-12-09,121.78,604.48,1777.9,73400.0
16,2020-12-08,124.38,649.88,1811.3,72900.0
17,2020-12-07,123.75,641.76,1817.0,73900.0
18,2020-12-04,122.25,599.04,1823.8,71700.0
19,2020-12-03,122.94,593.38,1821.8,72900.0
20,2020-12-02,123.08,568.82,1825.0,71500.0
21,2020-12-01,122.72,584.76,1795.4,71500.0
22,2020-11-30,119.05,567.6,1754.4,69700.0
23,2020-11-27,116.59,585.76,1787.0,69500.0
24,2020-11-25,116.03,574.0,1764.1,67800.0
25,2020-11-24,115.17,555.38,1763.9,66700.0
26,2020-11-23,113.85,521.85,1727.6,68200.0
27,2020-11-20,117.34,489.61,1736.4,68200.0
28,2020-11-19,118.64,499.27,1758.6,68000.0
29,2020-11-18,118.03,486.64,1740.6,66600.0
30,2020-11-17,119.39,441.61,1761.7,67700.0
31,2020-11-16,120.3,408.09,1774.0,67500.0
32,2020-11-13,119.26,408.5,1772.3,64700.0
33,2020-11-12,119.21,411.76,1742.8,64700.0
34,2020-11-11,119.49,417.13,1747.2,64600.0
35,2020-11-10,115.97,410.36,1737.7,64800.0
36,2020-11-09,116.32,421.26,1761.4,65700.0
37,2020-11-06,118.69,429.95,1759.7,66300.0
38,2020-11-05,119.03,438.09,1762.5,63200.0
39,2020-11-04,114.95,420.98,1745.8,63200.0
40,2020-11-03,110.44,423.9,1645.7,61000.0
41,2020-11-02,108.77,400.51,1624.3,61300.0
42,2020-10-30,108.86,388.04,1616.1,60200.0
43,2020-10-29,115.32,410.83,1556.9,60200.0
44,2020-10-28,111.2,406.02,1510.8,60100.0
45,2020-10-27,116.6,424.68,1598.9,60100.0
46,2020-10-26,115.05,420.28,1584.3,60300.0
47,2020-10-23,115.04,420.63,1633.0,58500.0
48,2020-10-22,115.75,425.79,1606.7,58800.0
49,2020-10-21,116.87,422.64,1586.0,57400.0
50,2020-10-20,117.51,421.94,1551.1,56600.0
51,2020-10-19,115.98,430.83,1529.9,56600.0
52,2020-10-16,119.02,439.67,1567.7,58100.0
53,2020-10-15,120.71,448.88,1555.5,59000.0
54,2020-10-14,121.19,461.3,1563.4,59800.0
55,2020-10-13,121.1,446.65,1567.1,60400.0
56,2020-10-12,124.4,442.3,1564.6,60200.0
57,2020-10-09,116.97,434.0,1510.4,60200.0
58,2020-10-08,114.97,425.92,1483.4,60100.0
59,2020-10-07,115.08,425.3,1459.1,60900.0
60,2020-10-06,113.16,413.98,1451.0,60900.0
61,2020-10-05,116.5,425.68,1482.8,60000.0
62,2020-10-02,113.02,415.09,1455.6,59500.0
63,2020-10-01,116.79,448.16,1487.9,59500.0
64,2020-09-30,115.81,429.01,1465.6,60000.0
65,2020-09-29,114.09,419.07,1466.0,60900.0
66,2020-09-28,114.96,421.2,1458.7,60900.0
67,2020-09-25,112.28,407.34,1439.1,60400.0
68,2020-09-24,108.22,387.79,1422.9,59700.0
69,2020-09-23,107.12,380.36,1409.4,59700.0
70,2020-09-22,111.81,424.23,1459.8,59900.0
71,2020-09-21,110.08,449.39,1430.1,59000.0
72,2020-09-18,106.84,442.15,1451.1,58700.0
73,2020-09-17,110.34,423.43,1487.0,58200.0
74,2020-09-16,112.13,441.76,1512.1,58200.0
75,2020-09-15,115.54,449.76,1535.1,58200.0
76,2020-09-14,115.36,419.62,1508.8,57900.0
77,2020-09-11,112.0,372.72,1515.8,57900.0
78,2020-09-10,113.49,371.34,1526.1,57800.0
79,2020-09-09,117.32,366.28,1547.2,58600.0
80,2020-09-08,112.82,330.21,1523.6,58200.0
81,2020-09-04,120.96,418.32,1581.2,59200.0
82,2020-09-03,120.88,407.0,1629.5,59300.0
83,2020-09-02,131.4,447.37,1717.4,59300.0
84,2020-09-01,134.18,475.05,1655.1,59500.0
85,2020-08-31,129.04,498.32,1629.5,61000.0
86,2020-08-28,124.81,442.68,1639.4,61000.0
87,2020-08-27,125.01,447.75,1628.5,60400.0
88,2020-08-26,126.52,430.63,1644.1,59000.0
89,2020-08-25,124.82,404.67,1605.8,59000.0
90,2020-08-24,125.86,402.84,1585.2,59200.0
91,2020-08-21,124.37,410.0,1575.6,58400.0
92,2020-08-20,118.28,400.37,1576.3,58700.0
93,2020-08-19,115.71,375.71,1544.6,56500.0
94,2020-08-18,115.56,377.42,1555.8,55600.0
95,2020-08-17,114.61,367.13,1516.2,55600.0
96,2020-08-14,114.91,330.14,1504.6,56400.0
97,2020-08-13,115.01,324.2,1516.7,54400.0
98,2020-08-12,113.01,310.95,1507.2,54200.0
99,2020-08-11,109.38,274.88,1480.5,54000.0
100,2020-08-10,112.73,283.71,1496.8,55400.0
101,2020-08-07,111.11,290.54,1498.4,55400.0
102,2020-08-06,113.9,297.92,1504.9,55600.0
103,2020-08-05,110.06,297.0,1479.1,56400.0
104,2020-08-04,109.67,297.4,1473.3,56400.0
105,2020-08-03,108.94,297.0,1482.8,56100.0
106,2020-07-31,106.26,286.15,1487.9,55900.0
107,2020-07-30,96.19,297.5,1538.4,55900.0
108,2020-07-29,95.04,299.82,1523.5,55400.0
109,2020-07-28,93.25,295.3,1503.7,57800.0
110,2020-07-27,94.81,307.92,1529.4,58400.0
111,2020-07-24,92.61,283.4,1508.2,58000.0
112,2020-07-23,92.85,302.61,1516.8,58000.0
113,2020-07-22,97.27,318.47,1564.8,58700.0
114,2020-07-21,97.0,313.67,1555.9,59000.0
115,2020-07-20,98.36,328.6,1563.8,58200.0
116,2020-07-17,96.33,300.17,1516.8,57800.0
117,2020-07-16,96.52,300.13,1514.9,57500.0
118,2020-07-15,97.72,309.2,1516.9,57500.0
119,2020-07-14,97.06,303.36,1520.9,58000.0
120,2020-07-13,95.48,299.41,1512.2,56900.0
121,2020-07-10,95.92,308.93,1539.0,57300.0
122,2020-07-09,95.68,278.86,1518.7,56800.0
123,2020-07-08,95.34,273.18,1503.6,57900.0
124,2020-07-07,93.17,277.97,1489.9,57900.0
125,2020-07-06,93.46,274.32,1499.7,59000.0
126,2020-07-02,91.03,241.73,1469.9,59000.0
127,2020-07-01,91.03,223.93,1442.0,58600.0
128,2020-06-30,91.2,215.96,1418.1,55600.0
129,2020-06-29,90.44,201.87,1397.2,54200.0
130,2020-06-26,88.41,191.95,1362.5,54200.0
131,2020-06-25,91.21,197.2,1441.1,54100.0
132,2020-06-24,90.01,192.17,1432.7,54700.0
133,2020-06-23,91.63,200.36,1464.0,55300.0
134,2020-06-22,89.72,198.86,1450.7,54200.0
135,2020-06-19,87.43,200.18,1424.6,54400.0
136,2020-06-18,87.93,200.79,1434.1,54400.0
137,2020-06-17,87.9,198.36,1452.5,53800.0
138,2020-06-16,88.02,196.43,1446.5,54700.0
139,2020-06-15,85.75,198.18,1420.7,53800.0
140,2020-06-12,84.7,187.06,1412.9,53400.0
141,2020-06-11,83.97,194.57,1401.9,52700.0
142,2020-06-10,88.21,205.01,1464.7,52800.0
143,2020-06-09,86.0,188.13,1452.1,53000.0
144,2020-06-08,83.36,189.98,1448.0,53400.0
145,2020-06-05,82.88,177.13,1440.0,55000.0
146,2020-06-04,80.58,172.88,1414.3,53600.0
147,2020-06-03,81.28,176.59,1439.3,53600.0
148,2020-06-02,80.83,176.31,1442.3,52900.0
149,2020-06-01,80.46,179.62,1434.9,52600.0
150,2020-05-29,79.49,167.0,1433.5,52800.0
151,2020-05-28,79.56,161.16,1418.2,52400.0
152,2020-05-27,79.53,164.05,1420.3,53300.0
153,2020-05-26,79.18,163.77,1421.4,53300.0
154,2020-05-22,79.72,163.38,1413.2,51900.0
155,2020-05-21,79.21,165.52,1406.8,52900.0
156,2020-05-20,79.81,163.11,1409.2,51400.0
157,2020-05-19,78.29,161.6,1374.4,52000.0
158,2020-05-18,78.74,162.73,1385.2,52900.0
159,2020-05-15,76.93,159.83,1373.1,52900.0
160,2020-05-14,77.39,160.67,1356.9,52300.0
161,2020-05-13,76.91,158.19,1348.3,52200.0
162,2020-05-12,77.85,161.88,1375.2,52100.0
163,2020-05-11,78.75,162.26,1403.6,49900.0
164,2020-05-08,77.53,163.88,1384.3,52300.0
165,2020-05-07,75.93,156.01,1369.3,52300.0
166,2020-05-06,75.16,156.52,1345.4,54300.0
167,2020-05-05,74.39,153.64,1349.0,55400.0
168,2020-05-04,73.29,152.24,1322.9,55500.0
169,2020-05-01,72.27,140.26,1317.3,54900.0
170,2020-04-30,73.45,156.38,1346.7,55500.0
171,2020-04-29,71.93,160.1,1342.2,55500.0
172,2020-04-28,69.64,153.82,1232.6,54600.0
173,2020-04-27,70.79,159.75,1270.9,54500.0
174,2020-04-24,70.74,145.03,1276.6,51400.0
175,2020-04-23,68.76,141.13,1271.2,51200.0
176,2020-04-22,69.03,146.42,1258.4,50700.0
177,2020-04-21,67.09,137.34,1212.2,50700.0
178,2020-04-20,69.23,149.27,1261.2,50400.0
179,2020-04-17,70.7,150.78,1279.0,49900.0
180,2020-04-16,71.67,149.04,1257.4,49250.0
181,2020-04-15,71.11,145.97,1257.3,48850.0
182,2020-04-14,71.76,141.98,1265.2,48750.0
183,2020-04-13,68.31,130.19,1210.4,48750.0
184,2020-04-09,67.0,114.6,1206.6,49950.0
185,2020-04-08,66.52,109.77,1207.0,50000.0
186,2020-04-07,64.86,109.09,1182.6,50300.0
187,2020-04-06,65.62,103.25,1183.2,48800.0
188,2020-04-03,60.35,96.0,1092.7,47850.0
189,2020-04-02,61.23,90.89,1117.0,47850.0
190,2020-04-01,60.23,96.31,1102.1,48000.0
191,2020-03-31,63.57,104.8,1161.9,48550.0
192,2020-03-30,63.7,100.43,1146.3,47900.0
193,2020-03-27,61.94,102.87,1110.3,48400.0
194,2020-03-26,64.61,105.63,1162.9,48800.0
195,2020-03-25,61.38,107.85,1101.6,48800.0
196,2020-03-24,61.72,101.0,1130.0,48800.0
197,2020-03-23,56.09,86.86,1054.1,49200.0
198,2020-03-20,57.31,85.51,1068.2,48500.0
199,2020-03-19,61.19,85.53,1111.7,48500.0
200,2020-03-18,61.67,72.24,1091.2,50000.0
201,2020-03-17,63.22,86.04,1118.1,50000.0
202,2020-03-16,60.55,89.01,1073.0,50100.0
203,2020-03-13,69.49,109.32,1214.3,49850.0
204,2020-03-12,62.06,112.11,1111.6,49350.0
205,2020-03-11,68.86,126.85,1210.9,49350.0
206,2020-03-10,71.33,129.07,1275.2,49850.0
207,2020-03-09,66.54,121.6,1215.8,49850.0
208,2020-03-06,72.26,140.7,1295.7,49250.0
209,2020-03-05,73.23,144.91,1314.8,50100.0
210,2020-03-04,75.68,149.9,1381.6,51400.0
211,2020-03-03,72.33,149.1,1337.7,51400.0
212,2020-03-02,74.7,148.72,1386.3,49000.0
213,2020-02-28,68.34,133.6,1339.3,49000.0
214,2020-02-27,68.38,135.8,1314.9,49000.0
215,2020-02-26,73.16,155.76,1390.5,48300.0
216,2020-02-25,72.02,159.98,1386.3,49250.0
217,2020-02-24,74.54,166.76,1419.9,49250.0
218,2020-02-21,78.26,180.2,1483.5,49100.0
219,2020-02-20,80.07,179.88,1517.0,48600.0
220,2020-02-19,80.9,183.48,1524.9,49600.0
221,2020-02-18,79.75,171.68,1519.4,48700.0
222,2020-02-14,81.24,160.01,1518.7,47000.0
223,2020-02-13,81.22,160.8,1513.4,47000.0
224,2020-02-12,81.8,153.46,1518.6,46800.0
225,2020-02-11,79.9,154.88,1510.1,45800.0
226,2020-02-10,80.39,154.26,1508.7,47750.0
227,2020-02-07,80.01,149.61,1479.1,47850.0
228,2020-02-06,81.3,149.79,1476.0,48300.0
229,2020-02-05,80.36,146.94,1446.1,48300.0
230,2020-02-04,79.71,177.41,1445.4,47800.0
231,2020-02-03,77.17,156.0,1482.6,48650.0
232,2020-01-31,77.38,130.11,1432.8,46950.0
233,2020-01-30,80.97,128.16,1454.3,42500.0
234,2020-01-29,81.08,116.2,1456.7,45400.0
235,2020-01-28,79.42,113.38,1450.5,45400.0
236,2020-01-27,77.24,111.6,1431.7,42950.0
237,2020-01-24,79.58,112.96,1466.2,45600.0
238,2020-01-23,79.81,114.44,1484.7,47300.0
239,2020-01-22,79.43,113.91,1484.2,48900.0
240,2020-01-21,79.14,109.44,1482.3,49950.0
241,2020-01-17,79.68,102.1,1479.5,49950.0
242,2020-01-16,78.81,102.7,1450.2,50800.0
243,2020-01-15,77.83,103.7,1439.2,52100.0
244,2020-01-14,78.17,107.58,1430.6,54600.0
245,2020-01-13,79.24,104.97,1440.0,54200.0
246,2020-01-10,77.58,95.63,1429.0,56500.0
247,2020-01-09,77.41,96.27,1419.8,56500.0
248,2020-01-08,75.8,98.43,1405.0,57800.0
249,2020-01-07,74.6,93.81,1395.1,57400.0
250,2020-01-06,74.95,90.31,1397.8,55400.0
251,2020-01-03,74.36,88.6,1361.5,55000.0
252,2020-01-02,75.09,86.05,1368.7,54200.0
253,2019-12-31,73.41,83.67,1339.4,54200.0
254,2019-12-30,72.88,82.94,1339.7,55900.0
255,2019-12-27,72.45,86.08,1354.6,56500.0
256,2019-12-26,72.48,86.19,1362.5,57900.0
257,2019-12-24,71.07,85.05,1344.4,56800.0
258,2019-12-23,71.0,83.84,1350.6,59200.0
259,2019-12-20,69.86,81.12,1351.2,59200.0
260,2019-12-19,70.0,80.81,1356.4,60000.0
261,2019-12-18,69.93,78.63,1351.9,60200.0
262,2019-12-17,70.1,75.8,1354.9,59800.0
263,2019-12-16,69.96,76.3,1360.7,61500.0
264,2019-12-13,68.79,71.68,1346.9,61800.0
265,2019-12-12,67.86,71.94,1348.5,61800.0
266,2019-12-11,67.69,70.54,1344.3,60700.0
267,2019-12-10,67.12,69.77,1342.9,60500.0
268,2019-12-09,66.73,67.91,1343.0,59900.0
269,2019-12-06,67.68,67.18,1339.4,59700.0
270,2019-12-05,66.39,66.07,1327.0,60400.0
271,2019-12-04,65.43,66.61,1318.9,60400.0
272,2019-12-03,64.86,67.24,1294.7,61100.0
273,2019-12-02,66.04,66.97,1288.9,59500.0
274,2019-11-29,66.81,65.99,1304.1,58900.0
275,2019-11-27,66.96,66.26,1312.1,57200.0
276,2019-11-26,66.07,65.78,1313.0,56400.0
277,2019-11-25,66.59,67.27,1305.6,56400.0
278,2019-11-22,65.44,66.61,1293.7,57200.0
279,2019-11-21,65.5,70.97,1300.1,59100.0
280,2019-11-20,65.8,70.44,1301.9,58800.0
281,2019-11-19,66.57,71.9,1312.6,60800.0
282,2019-11-18,66.78,70.0,1319.8,60800.0
283,2019-11-15,66.44,70.43,1333.5,62300.0
284,2019-11-14,65.66,69.87,1309.2,61400.0
285,2019-11-13,66.12,69.22,1296.2,62400.0
286,2019-11-12,65.49,69.99,1297.2,61300.0
287,2019-11-11,65.55,69.02,1298.3,61300.0
288,2019-11-08,65.04,67.43,1309.0,60700.0
289,2019-11-07,64.86,67.11,1306.9,59000.0
290,2019-11-06,64.31,65.32,1291.0,60000.0
291,2019-11-05,64.28,63.44,1291.4,60000.0
292,2019-11-04,64.38,63.49,1289.6,59500.0
293,2019-11-01,63.96,62.66,1272.3,59500.0
294,2019-10-31,62.19,62.98,1258.8,58600.0
295,2019-10-30,60.81,63.0,1260.7,56800.0
296,2019-10-29,60.82,63.24,1260.7,55800.0
297,2019-10-28,62.26,65.54,1289.0,55500.0
298,2019-10-25,61.65,65.63,1264.3,55500.0
299,2019-10-24,60.9,59.94,1259.1,55500.0
300,2019-10-23,60.79,50.94,1257.6,55200.0
301,2019-10-22,59.99,51.12,1241.2,55800.0
302,2019-10-21,60.13,50.7,1244.3,56500.0
303,2019-10-18,59.1,51.39,1244.4,56500.0
304,2019-10-17,58.82,52.39,1252.8,55400.0
305,2019-10-16,58.59,51.95,1243.0,55000.0
306,2019-10-15,58.83,51.58,1242.2,55000.0
307,2019-10-14,58.97,51.39,1217.8,55500.0
308,2019-10-11,59.05,49.58,1215.7,56000.0
309,2019-10-10,57.52,48.95,1209.5,56000.0
310,2019-10-09,56.76,48.91,1202.4,56000.0
311,2019-10-08,56.1,48.01,1190.1,56300.0
312,2019-10-07,56.76,47.54,1208.3,56700.0
313,2019-10-04,56.75,46.29,1211.0,54700.0
314,2019-10-03,55.21,46.61,1189.4,54700.0
315,2019-10-02,54.74,48.63,1177.9,54700.0
316,2019-10-01,56.15,48.94,1206.0,53300.0
317,2019-09-30,55.99,48.17,1221.1,51900.0
318,2019-09-27,54.71,48.43,1225.9,51500.0
319,2019-09-26,54.97,48.51,1242.3,51200.0
320,2019-09-25,55.26,45.74,1245.9,50400.0
321,2019-09-24,54.42,44.64,1218.3,50400.0
322,2019-09-23,54.68,48.25,1234.7,49500.0
323,2019-09-20,54.43,48.12,1229.8,49450.0
324,2019-09-19,55.24,49.32,1238.8,49900.0
325,2019-09-18,55.69,48.7,1232.7,50400.0
326,2019-09-17,55.17,48.96,1229.9,50300.0
327,2019-09-16,54.97,48.56,1231.6,50300.0
328,2019-09-13,54.69,49.04,1240.0,51300.0
329,2019-09-12,55.77,49.17,1235.0,52200.0
330,2019-09-11,55.9,49.42,1220.0,51800.0
331,2019-09-10,54.17,47.11,1205.7,51800.0
332,2019-09-09,53.54,46.36,1205.3,51600.0
333,2019-09-06,53.31,45.49,1206.3,51000.0
334,2019-09-05,53.32,45.92,1212.2,52000.0
335,2019-09-04,52.3,44.14,1182.3,53500.0
336,2019-09-03,51.42,45.0,1169.6,53500.0
337,2019-08-30,52.19,45.12,1190.5,53700.0
338,2019-08-29,52.25,44.34,1194.2,53700.0
339,2019-08-28,51.38,43.12,1173.8,52800.0
340,2019-08-27,51.04,42.82,1170.8,52500.0
341,2019-08-26,51.62,43.0,1171.2,52600.0
342,2019-08-23,50.66,42.28,1153.6,51600.0
343,2019-08-22,53.12,44.43,1191.5,52100.0
344,2019-08-21,53.16,44.17,1191.6,52100.0
345,2019-08-20,52.59,45.17,1183.5,52900.0
346,2019-08-19,52.59,45.37,1200.4,53300.0
347,2019-08-16,51.63,43.99,1179.2,52700.0
348,2019-08-15,50.44,43.13,1169.3,52300.0
349,2019-08-14,50.69,43.92,1164.3,51200.0
350,2019-08-13,52.24,47.0,1196.7,51200.0
351,2019-08-12,50.12,45.8,1174.5,50400.0
352,2019-08-09,50.25,47.0,1188.9,50400.0
353,2019-08-08,50.86,47.66,1206.2,51100.0
354,2019-08-07,49.76,46.68,1175.9,51300.0
355,2019-08-06,49.25,46.15,1171.1,50900.0
356,2019-08-05,48.33,45.66,1154.8,50900.0
357,2019-08-02,51.01,46.87,1196.3,50700.0
358,2019-08-01,52.11,46.77,1211.8,51200.0
359,2019-07-31,53.26,48.32,1218.2,51200.0
360,2019-07-30,52.19,48.45,1228.0,50300.0
361,2019-07-29,52.42,47.15,1241.8,49900.0
362,2019-07-26,51.94,45.61,1245.2,49900.0
363,2019-07-25,51.76,45.76,1135.9,50500.0
364,2019-07-24,52.17,52.98,1139.7,50700.0
365,2019-07-23,52.21,52.03,1148.1,50100.0
366,2019-07-22,51.81,51.14,1139.2,50000.0
367,2019-07-19,50.65,51.64,1131.6,49150.0
368,2019-07-18,51.42,50.71,1147.2,49150.0
369,2019-07-17,50.84,50.97,1146.7,48550.0
370,2019-07-16,51.13,50.48,1153.5,48900.0
371,2019-07-15,51.3,50.7,1150.5,48900.0
372,2019-07-12,50.83,49.02,1145.3,47750.0
373,2019-07-11,50.44,47.72,1144.1,48000.0
374,2019-07-10,50.81,47.78,1140.9,48000.0
375,2019-07-09,50.31,46.01,1124.3,47600.0
376,2019-07-08,50.01,46.07,1116.8,47600.0
377,2019-07-05,51.06,46.62,1132.7,48850.0
378,2019-07-03,51.1,46.98,1123.0,49050.0
379,2019-07-02,50.68,44.91,1112.6,48400.0
380,2019-07-01,50.39,45.43,1100.0,48400.0
381,2019-06-28,49.48,44.69,1082.8,49200.0
382,2019-06-27,49.94,44.57,1076.6,48900.0
383,2019-06-26,49.95,43.85,1080.3,49500.0
384,2019-06-25,48.89,43.95,1087.6,49300.0
385,2019-06-24,49.65,44.73,1116.7,49200.0
386,2019-06-21,49.69,44.37,1125.4,49200.0
387,2019-06-20,49.87,43.92,1113.2,49150.0
388,2019-06-19,49.47,45.29,1104.5,47700.0
389,2019-06-18,49.61,44.95,1105.2,46900.0
390,2019-06-17,48.47,45.01,1093.9,47100.0
391,2019-06-14,48.19,42.98,1086.3,47150.0
392,2019-06-13,48.54,42.78,1091.0,47150.0
393,2019-06-12,48.55,41.85,1079.1,47000.0
394,2019-06-11,48.7,43.42,1081.0,46900.0
395,2019-06-10,48.15,42.58,1082.8,46300.0
396,2019-06-07,47.54,40.9,1068.4,46300.0
397,2019-06-06,46.31,41.19,1047.8,45700.0
398,2019-06-05,45.63,39.32,1044.6,44100.0
399,2019-06-04,44.91,38.72,1054.5,43250.0
400,2019-06-03,43.33,35.79,1038.7,43800.0
401,2019-05-31,43.77,37.03,1106.5,44000.0
402,2019-05-30,44.58,37.64,1121.4,44000.0
403,2019-05-29,44.35,37.97,1119.9,43400.0
404,2019-05-28,44.56,37.74,1139.6,44150.0
405,2019-05-24,44.74,38.13,1138.6,44050.0
406,2019-05-23,44.92,39.1,1145.3,43600.0
407,2019-05-22,45.69,38.55,1155.8,43950.0
408,2019-05-21,46.65,41.02,1154.4,43950.0
409,2019-05-20,45.77,41.07,1144.7,44050.0
410,2019-05-17,47.25,42.21,1168.8,44500.0
411,2019-05-16,47.52,45.67,1184.5,44450.0
412,2019-05-15,47.73,46.39,1170.8,43600.0
413,2019-05-14,47.17,46.46,1124.9,43900.0
414,2019-05-13,46.43,45.4,1136.6,43900.0
415,2019-05-10,49.29,47.9,1167.6,43700.0
416,2019-05-09,50.18,48.4,1168.0,43700.0
417,2019-05-08,50.72,48.97,1170.8,43000.0
418,2019-05-07,50.72,49.41,1178.9,43700.0
419,2019-05-06,52.12,51.07,1193.5,43150.0
420,2019-05-03,52.94,51.01,1189.6,43150.0
421,2019-05-02,52.29,48.82,1166.5,42650.0
422,2019-05-01,52.63,46.8,1173.3,43200.0
423,2019-04-30,50.17,47.74,1199.0,43500.0
424,2019-04-29,51.15,48.29,1296.2,43950.0
425,2019-04-26,51.08,47.03,1277.4,44950.0
426,2019-04-25,51.32,49.53,1267.3,44950.0
427,2019-04-24,51.79,51.73,1260.1,45200.0
428,2019-04-23,51.87,52.78,1270.6,45350.0
429,2019-04-22,51.13,52.55,1253.8,46550.0
430,2019-04-18,50.97,54.65,1241.5,46100.0
431,2019-04-17,50.78,54.25,1240.1,47150.0
432,2019-04-16,49.81,54.67,1231.9,47150.0
433,2019-04-15,49.81,53.28,1226.5,47200.0
434,2019-04-12,49.72,53.54,1222.7,46400.0
435,2019-04-11,49.74,53.68,1209.6,47300.0
436,2019-04-10,50.16,55.21,1206.4,47200.0
437,2019-04-09,49.88,54.46,1202.7,46800.0
438,2019-04-08,50.02,54.64,1208.3,46800.0
439,2019-04-05,49.25,54.99,1211.4,46100.0
440,2019-04-04,48.92,53.56,1219.4,46050.0
441,2019-04-03,48.84,58.36,1210.8,46850.0
442,2019-04-02,48.51,57.18,1205.5,46450.0
443,2019-04-01,47.81,57.84,1199.0,46300.0
444,2019-03-29,47.49,55.97,1176.9,46300.0
445,2019-03-28,47.18,55.72,1172.3,46200.0
446,2019-03-27,47.12,54.97,1178.0,45550.0
447,2019-03-26,46.7,53.55,1189.8,45100.0
448,2019-03-25,47.19,52.08,1197.4,44400.0
449,2019-03-22,47.76,52.91,1207.7,45650.0
450,2019-03-21,48.77,54.8,1236.1,46000.0
451,2019-03-20,47.04,54.72,1226.4,45400.0
452,2019-03-19,46.63,53.49,1202.5,46250.0
453,2019-03-18,47.01,53.9,1188.6,46600.0
454,2019-03-15,46.53,55.09,1190.3,47000.0
455,2019-03-14,45.93,57.99,1192.5,47000.0
456,2019-03-13,45.43,57.79,1199.1,46500.0
457,2019-03-12,45.23,56.67,1197.3,45700.0
458,2019-03-11,44.73,58.18,1179.3,45600.0
459,2019-03-08,43.23,56.83,1150.0,45500.0
460,2019-03-07,43.12,55.32,1150.8,45700.0
461,2019-03-06,43.63,55.25,1164.9,45700.0
462,2019-03-05,43.88,55.31,1169.2,45500.0
463,2019-03-04,43.96,57.07,1153.4,45350.0
464,2019-03-01,43.74,58.96,1148.5,44350.0
465,2019-02-28,43.29,63.98,1126.6,43900.0
466,2019-02-27,43.72,62.95,1122.9,44000.0
467,2019-02-26,43.58,59.57,1122.0,44000.0
468,2019-02-25,43.56,59.75,1117.3,43750.0
469,2019-02-22,43.24,58.94,1116.6,44600.0
470,2019-02-21,42.77,58.25,1104.2,44850.0
471,2019-02-20,43.01,60.51,1120.6,44800.0
472,2019-02-19,42.73,61.13,1126.5,44200.0
473,2019-02-15,42.6,61.58,1119.6,43900.0
474,2019-02-14,42.7,60.75,1129.2,43450.0
475,2019-02-13,42.55,61.63,1128.6,43800.0
476,2019-02-12,42.72,62.36,1127.6,42500.0
477,2019-02-11,42.36,62.57,1102.1,42550.0
478,2019-02-08,42.6,61.16,1102.4,41800.0
479,2019-02-07,42.73,61.5,1105.9,42550.0
480,2019-02-06,43.56,63.44,1122.9,42650.0
481,2019-02-05,43.55,64.27,1151.9,42700.0
482,2019-02-04,42.81,62.58,1141.4,43850.0
483,2019-02-01,41.63,62.44,1118.6,43500.0
484,2019-01-31,41.61,61.4,1125.9,43150.0
485,2019-01-30,41.31,61.75,1098.0,42000.0
486,2019-01-29,38.67,59.49,1070.1,41200.0
487,2019-01-28,39.08,59.28,1079.9,41550.0
488,2019-01-25,39.44,59.41,1101.5,42550.0
489,2019-01-24,38.17,58.3,1084.0,42650.0
490,2019-01-23,38.48,57.52,1084.4,42650.0
491,2019-01-22,38.33,59.78,1078.6,42900.0
492,2019-01-18,39.2,60.45,1107.3,42450.0
493,2019-01-17,38.97,69.46,1099.1,44250.0
494,2019-01-16,38.73,69.21,1089.5,44850.0
495,2019-01-15,38.27,68.89,1086.5,45300.0
496,2019-01-14,37.5,66.88,1051.5,45900.0
497,2019-01-11,38.07,69.45,1064.5,45850.0
498,2019-01-10,38.45,68.99,1078.8,46150.0
499,2019-01-09,38.33,67.71,1081.7,44850.0
500,2019-01-08,37.69,67.07,1085.4,44650.0
501,2019-01-07,36.98,66.99,1075.9,44750.0
502,2019-01-04,37.06,63.54,1078.1,45200.0
503,2019-01-03,35.55,60.07,1025.5,45350.0
504,2019-01-02,39.48,62.02,1054.7,45300.0
505,2018-12-31,39.44,66.56,1045.0,45600.0
506,2018-12-28,39.06,66.77,1046.7,47050.0
507,2018-12-27,39.04,63.23,1052.9,47250.0
508,2018-12-26,39.29,65.22,1047.8,47050.0
509,2018-12-24,36.71,59.08,984.7,46850.0
510,2018-12-21,37.68,63.95,991.3,46250.0
511,2018-12-20,39.21,63.08,1023.6,46700.0
512,2018-12-19,40.22,66.59,1035.5,46650.0
513,2018-12-18,41.52,67.41,1043.4,46650.0
514,2018-12-17,40.98,69.68,1025.7,46850.0
515,2018-12-14,41.37,73.14,1051.7,46950.0
516,2018-12-13,42.74,75.36,1073.5,46600.0
517,2018-12-12,42.27,73.32,1073.7,45750.0
